label,file,bytes,blocks_32b,trailing_bytes,unique_byte_values,shannon_bits_per_byte,min_entropy_bits_per_byte,chi_square,chi_square_p_value,bit_count,zeros,ones,zeros_ratio,ones_ratio,monobit_s_obs,monobit_p_value,runs_count,runs_p_value,runs_applicable,byte_autocorrelation_lag1,bit_autocorrelation_lag1,block_size,total_blocks,unique_blocks,repeated_blocks,longest_repeated_byte_run,most_frequent_byte,most_frequent_count,most_frequent_probability,zlib_compression_ratio,window_size,window_count,window_shannon_min,window_shannon_mean,window_shannon_max,scipy_available
trng_data_radio_off,data/captures/trng_radio_off/trng_data_radio_off.bin,1048576,32768,0,256,7.99981552581958,7.939304068312446,268.1845703125,0.27310318725238836,8388608,4194821,4193787,0.5000616312026978,0.49993836879730225,0.3570060604232862,0.7210872687498657,4195672,0.344814873291968,True,5.73725017904029e-05,-0.0003260526443519483,32,32768,32768,0,4,69,4272,0.0040740966796875,1.0003108978271484,32768,32,7.99341727056664,7.994408358273509,7.995687296071982,True
