byte_value,count,probability
0,4154,0.0039615631103515625
1,4068,0.003879547119140625
2,4182,0.0039882659912109375
3,4072,0.00388336181640625
4,3951,0.0037679672241210938
5,4132,0.003940582275390625
6,4140,0.003948211669921875
7,4121,0.003930091857910156
8,4047,0.0038595199584960938
9,4202,0.0040073394775390625
10,4102,0.0039119720458984375
11,3967,0.0037832260131835938
12,4017,0.0038309097290039062
13,4132,0.003940582275390625
14,4245,0.004048347473144531
15,4140,0.003948211669921875
16,4035,0.0038480758666992188
17,4017,0.0038309097290039062
18,4144,0.0039520263671875
19,4187,0.003993034362792969
20,4108,0.003917694091796875
21,4005,0.0038194656372070312
22,3987,0.0038022994995117188
23,4015,0.0038290023803710938
24,4216,0.00402069091796875
25,4073,0.0038843154907226562
26,4043,0.0038557052612304688
27,4160,0.00396728515625
28,4081,0.0038919448852539062
29,4128,0.003936767578125
30,4123,0.003931999206542969
31,3981,0.0037965774536132812
32,4059,0.0038709640502929688
33,4116,0.003925323486328125
34,3984,0.0037994384765625
35,4123,0.003931999206542969
36,4105,0.003914833068847656
37,4066,0.0038776397705078125
38,4045,0.0038576126098632812
39,4111,0.003920555114746094
40,3961,0.0037775039672851562
41,4132,0.003940582275390625
42,4193,0.003998756408691406
43,4070,0.0038814544677734375
44,4238,0.0040416717529296875
45,4119,0.003928184509277344
46,4183,0.003989219665527344
47,4119,0.003928184509277344
48,4129,0.003937721252441406
49,4126,0.0039348602294921875
50,4063,0.0038747787475585938
51,4086,0.0038967132568359375
52,4140,0.003948211669921875
53,4159,0.003966331481933594
54,4044,0.003856658935546875
55,4157,0.003964424133300781
56,4075,0.0038862228393554688
57,4232,0.00403594970703125
58,4087,0.0038976669311523438
59,4020,0.003833770751953125
60,4120,0.00392913818359375
61,3995,0.0038099288940429688
62,4121,0.003930091857910156
63,4208,0.0040130615234375
64,4024,0.00383758544921875
65,4179,0.003985404968261719
66,4066,0.0038776397705078125
67,3906,0.0037250518798828125
68,4026,0.0038394927978515625
69,4272,0.0040740966796875
70,4092,0.003902435302734375
71,3982,0.0037975311279296875
72,4095,0.0039052963256835938
73,4091,0.0039014816284179688
74,4176,0.0039825439453125
75,4140,0.003948211669921875
76,4064,0.003875732421875
77,4150,0.0039577484130859375
78,4113,0.003922462463378906
79,3947,0.0037641525268554688
80,4153,0.003960609436035156
81,4151,0.003958702087402344
82,4106,0.0039157867431640625
83,4184,0.00399017333984375
84,4084,0.003894805908203125
85,4184,0.00399017333984375
86,3999,0.0038137435913085938
87,4086,0.0038967132568359375
88,4223,0.004027366638183594
89,4112,0.0039215087890625
90,4142,0.0039501190185546875
91,4096,0.00390625
92,4215,0.004019737243652344
93,4067,0.0038785934448242188
