lag,autocorrelation
1,-0.0031351086764310593
2,1.1875450842818655e-05
3,0.005333576431228718
4,0.0007036822487001182
5,0.0023113129562270245
6,-0.004643638329484777
7,0.0034753146309769423
8,0.009044943272677375
9,-0.0013918811164656821
10,-0.0005985651634780815
11,-0.005342977935761674
12,-0.00046562200967968203
13,0.007379213978389507
14,0.000831749779187911
15,-0.0039837437597112085
16,-0.00046414038664758866
17,0.004887452033175919
18,0.0004301666012742579
19,-0.007460304380466258
20,0.005294702268894092
21,0.002852573514452963
22,0.005636460272442998
23,0.0013737525751229003
24,-0.010577635306480853
25,0.0006604973256935995
26,-0.005813920674485111
27,-0.0007418202073882987
28,0.009066751320262868
29,0.002329772550736252
30,0.005744737076572441
31,0.001963966978238393
32,0.002222587116758699
