lag,autocorrelation
1,0.0018999922715763485
2,-0.003425717123238398
3,-0.0001813952386462742
4,-0.00013386815343387665
5,-0.0003723703919322597
6,-0.0017832539879831185
7,-0.0002156020866685382
8,0.0028228264371368598
9,-0.0007482001108326349
10,0.0016608080210053244
11,0.0008284318115356327
12,-0.00026580939578588723
13,0.001469872204278622
14,-0.0010390817882796734
15,-0.0006210990403398915
16,-0.0014421502420351392
17,-0.0004293517386412977
18,0.001346431121349113
19,0.0001794360942407681
20,-0.002132063603608538
21,7.742975054473325e-05
22,-0.001710412606070992
23,0.0012954984802759362
24,0.0012404047126055846
25,-0.0009418096738074574
26,0.00012172686146346997
27,0.0010708248167799485
28,-0.0002937950645545075
29,0.0010177177441866958
30,-0.001073853525073839
31,-0.0008180972834816694
32,0.001610096065455078
