lag,autocorrelation
1,-0.0004401943201840733
2,-0.002560226834812698
3,0.0002191318018099059
4,-0.0017340288005987055
5,-0.0018277514467733176
6,-0.00026143245938104175
7,-0.0011632048916894234
8,0.001918979961333968
9,-0.00018454259214299102
10,0.0001075395516699866
11,1.965913003225305e-05
12,0.0005682928311325561
13,-0.000328660013389722
14,0.001662332960333297
15,0.0009623359768335665
16,0.0001436749364345053
17,-0.0006070443536561841
18,-0.0009455577434336726
19,0.0008018887497231073
20,-0.000634556456917127
21,0.0008772431145795167
22,0.002279817664177894
23,-0.0006782000007943313
24,-0.0004188789278719045
25,-0.001988408060909407
26,4.691123150807069e-05
27,0.0005534581008530448
28,0.00046556105439493113
29,3.2918870845541904e-05
30,0.0005162282968389901
31,-0.0007057967534223416
32,-0.001082291402802281
