lag,autocorrelation
1,-0.00017182244499603549
2,-4.001730269260987e-05
3,-0.0004545367027686903
4,-0.00078316631476472
5,-0.0020527359621246473
6,0.0002852459921378169
7,-0.0011485215768246605
8,0.0007349559581340608
9,-0.0010538189420707677
10,-0.0005367584661502206
11,-0.00045874756913843627
12,0.0010653879780759834
13,-0.0004092582320355844
14,-0.000847775374686007
15,0.000143390154287891
16,-0.0003053801237793136
17,-0.000450344153430856
18,0.0004351936919919586
19,-0.0027165401910280327
20,-0.0010919590942064673
21,8.994102529956896e-05
22,-0.0016380851762107772
23,-0.00035471878329265216
24,-0.00012237682962298508
25,-0.001090592959953617
26,2.275343975962661e-05
27,8.927058741833692e-05
28,0.0014656523824040622
29,0.0003111516564912434
30,-9.993103332735126e-05
31,-0.0011774388539386612
32,0.0018615384447000856
