lag,autocorrelation
1,0.0011865024732554783
2,-0.00024279013377346997
3,0.001561120794761624
4,0.0007844727323054145
5,-0.0008857763270829218
6,1.3585822331563417e-05
7,0.0012162644185320908
8,0.0004566798737106597
9,0.00011754754871024501
10,0.0022212215043215097
11,0.0031521413702708147
12,-0.0008967826818508903
13,-0.001642783090716344
14,0.0006847917728572339
15,-0.0005152603764820455
16,0.0038468862926457244
17,-0.0012695970360404201
18,0.0015349824287705224
19,0.0013394071817241337
20,-0.0008454157050003343
21,-4.3848914536094204e-05
22,-0.0016600859102052232
23,-0.00039374295208943397
24,0.00012368805219237068
25,-0.0006283384995530125
26,-0.00023121264938032358
27,0.0003782268041728042
28,0.0013563458465436608
29,-0.0010584564269865446
30,-0.0025045512420914726
31,-0.0008354439535793297
32,0.0012661493074478975
