lag,autocorrelation
1,0.0034997947393751653
2,0.006509174679051018
3,0.002760536032068956
4,-0.0005284185796563291
5,-0.006870518007012062
6,-0.004133801506825392
7,-0.004660866743600288
8,-0.00026549719036653694
9,-0.00010572394134245917
10,-0.006720436597938908
11,3.111919196090723e-05
12,0.00018668051023032223
13,-0.0001938769282902281
14,0.001899650269925633
15,0.003104100686388631
16,-0.004337540100713749
17,-0.00036766624286110097
18,-0.002336840686762067
19,0.0025707963148090007
20,-0.003079537229367132
21,0.0066977284861602275
22,-0.0007639817389542421
23,-0.005270897495815058
24,0.001848615871294277
25,-0.0025127759489955107
26,-0.005968938205952229
27,-0.005702490155586233
28,-0.003426177483053885
29,0.0027223900257992762
30,0.007185766929279077
31,0.003007865443916576
32,0.00024114553624769638
