lag,autocorrelation
1,-0.0006238161060074657
2,-0.004011065659608797
3,-0.008759869933383072
4,-0.0038114777619707545
5,-0.0011506055588136393
6,-0.00356786160640046
7,0.004416929678122347
8,0.002828292713290412
9,-0.007130466108243455
10,0.0014898918779596205
11,0.0018188593543254368
12,0.0002953238165832409
13,0.002443108495813244
14,0.00322642376229535
15,0.0035227819937035084
16,-0.002093563378671258
17,0.00526877353287662
18,0.00021514462101550525
19,-0.009520024277475099
20,-0.001307709455260466
21,-0.004197888838724494
22,0.00010682549124228059
23,0.0017038420917089116
24,-0.0032049203229091217
25,-0.0010423781538532206
26,-2.130098590041004e-05
27,-0.00021916861170001814
28,-0.0015046591765593739
29,-0.0031968152979015723
30,-0.0045296490346574255
31,-0.005074194008619738
32,0.0036881039566256492
