lag,autocorrelation
1,0.0015770098718968092
2,0.0017650790092397554
3,0.0018884185258270605
4,0.006424315841497813
5,0.00031493980817992107
6,-0.0011719302377348705
7,-0.005059202672762994
8,0.005680978220193182
9,-2.5998983660681338e-05
10,-0.0012504870335952034
11,-0.004668357265392727
12,0.0023840717586953615
13,-0.001181933750900256
14,-0.006978901951438277
15,-0.0002749294092776178
16,0.0068496406577828175
17,-0.00023940901107041894
18,0.0006858043383992112
19,0.0015291274323708808
20,0.000637897403378706
21,0.003947013554500191
22,0.0013855943670474775
23,0.0008098038588596392
24,0.002293836877921811
25,0.0020635600275994283
26,0.0027644906462213096
27,0.0011085567164632105
28,-0.00020565180957707375
29,0.00374517233865802
30,-0.00636665561995065
31,0.0009330136115143697
32,-0.0012786586314815593
