lag,autocorrelation
1,0.003266384488882143
2,-0.002476624891969321
3,8.954816545655841e-05
4,-0.0010058318219367348
5,-0.004475774719629523
6,7.565437338359643e-06
7,-0.003482909791666026
8,-0.0033182108708316145
9,-0.0012075736336325936
10,0.010814957981771574
11,0.002928205338695611
12,0.002892956389197536
13,-0.004367644654121976
14,-0.004642172419775869
15,0.0010586198019116556
16,-0.005348520162792511
17,0.003844858503064876
18,-0.0020646135147972134
19,0.009182473504639846
20,-0.00676035407977164
21,0.000372652190057818
22,0.0031026597569708846
23,0.004746116382767444
24,0.001858176250010657
25,-0.0029750994093789168
26,0.002609840782727572
27,-0.0007411629625205242
28,0.009915681737112757
29,0.0012687901455800553
30,-0.004108872103395146
31,0.007789305856002126
32,0.00445688265994705
