lag,autocorrelation
1,-0.004203123576608277
2,-0.0030948351010272788
3,-0.00438855346441972
4,0.006551851769065625
5,0.003938478486995164
6,-0.002498325090166323
7,0.0027457437098434984
8,-0.0005572048173909347
9,-0.002445606994378746
10,0.0075330779127561025
11,-0.00043704780702991054
12,0.0031504179859859816
13,-0.002299576723458128
14,-0.0015776202205860289
15,-0.0031477274932219528
16,-0.0028930848202930576
17,-0.0010899265883709962
18,0.00151165533329362
19,-0.002593244415338601
20,0.0029929059888362235
21,0.001569598909119297
22,0.0039536852730498425
23,-0.003199669306555956
24,0.00097043197278088
25,0.007331561289851898
26,0.0021932311571297514
27,-0.0021496312735293614
28,-0.005147687040446425
29,-0.004051422816358748
30,0.0006167801888259511
31,0.006880273604718847
32,0.0022363045104322804
