lag,autocorrelation
1,-0.0030403556093391887
2,-0.003349282000989367
3,0.005624117892855732
4,0.00010174039597442682
5,-0.0009791438068721102
6,-0.0037014102789869573
7,-0.00019028293492830828
8,0.0035821291855097984
9,-0.003908260370489391
10,0.0003357913761977841
11,-0.004807581894877644
12,-0.0008880461700355385
13,-0.0015886486897743676
14,-0.0024401063535270423
15,0.0032146267091975344
16,0.006204193445984452
17,0.002673569752352289
18,0.00285343093004757
19,0.00012959096505137476
20,-0.005282677483217642
21,0.0035589825070594956
22,0.00482914306245243
23,0.0020203948279374153
24,0.001375114534151916
25,-0.0027007858187405604
26,0.00307290620928378
27,0.0016698935666319133
28,0.005061715746100792
29,0.004436963030162611
30,-0.002179004115453483
31,0.003345255947212741
32,-0.00041431384239203555
