label,file,bytes,blocks_32b,trailing_bytes,unique_byte_values,shannon_bits_per_byte,min_entropy_bits_per_byte,chi_square,chi_square_p_value,bit_count,zeros,ones,zeros_ratio,ones_ratio,monobit_s_obs,monobit_p_value,runs_count,runs_p_value,runs_applicable,byte_autocorrelation_lag1,bit_autocorrelation_lag1,block_size,total_blocks,unique_blocks,repeated_blocks,longest_repeated_byte_run,most_frequent_byte,most_frequent_count,most_frequent_probability,zlib_compression_ratio,window_size,window_count,window_shannon_min,window_shannon_mean,window_shannon_max,scipy_available
trng_data_radio_on,data/captures/trng_radio_on/trng_data_radio_on.bin,1048576,32768,0,256,7.999787471351996,7.92887287505169,309.07080078125,0.011532007260834323,8388608,4196244,4192364,0.5002312660217285,0.4997687339782715,1.3396358940448263,0.180363748335871,4194025,0.8477113484503043,True,-0.0016616957337131945,6.642418932566846e-05,32,32768,32768,0,4,148,4303,0.004103660583496094,1.0003108978271484,32768,32,7.99360620370871,7.994378340832759,7.9955823858281345,True
