lag,autocorrelation
1,-0.0012383226168431747
2,0.0002977589568207275
3,-0.0013325061950306212
4,0.0011809299321835635
5,0.0022545537447963802
6,0.004117918200385654
7,0.0037449897970617805
8,0.003922968943004461
9,-0.005877874171491667
10,0.002562528107605785
11,-0.0008054923054671996
12,0.005392085793040215
13,-0.0005640480034019793
14,0.009482401816390033
15,-0.007367963025247205
16,0.005823301582529794
17,-0.006150142193537444
18,-0.0034941224792452937
19,0.002787184032092999
20,0.0038039201762061913
21,-0.002067042689150888
22,-0.0017090456469812667
23,-0.00430111387194209
24,0.006638787310255556
25,0.00898305469538783
26,0.0020483452344803132
27,0.0003592246890682972
28,-0.0017364899897461664
29,0.0041234008557435664
30,0.003931436969552968
31,5.822442186752967e-05
32,-0.001170041853049844
