lag,autocorrelation
1,-0.00030112928187504037
2,-0.004724333028347602
3,0.008854424035438934
4,-0.001332744813036341
5,0.001101009705087
6,-0.001673313345900969
7,0.0009168395520974716
8,-0.0013987069004109283
9,0.001310918524047304
10,0.0004018661819049255
11,-0.0008469908799411042
12,-0.0047240195722208006
13,0.0011503653313279147
14,0.0019499016591979707
15,0.005428865933300322
16,-0.00014186338922191267
17,0.004409654534211262
18,0.004793160594852265
19,0.001751929295466574
20,0.006082724475273739
21,-0.0032001126949198384
22,-0.0006015425792749575
23,0.006318416203432161
24,-0.0028970454591796292
25,-0.002560294830288894
26,0.0029768973626323443
27,7.642352295961758e-05
28,-0.0012766594735738898
29,0.0007665375100780468
30,0.0009408802455845816
31,0.004197230169847949
32,0.0031079342281726
