lag,autocorrelation
1,-0.0011682065491924075
2,0.0008637359559919406
3,0.002131369749989285
4,-0.0012853193578134133
5,0.0008638848527947195
6,-0.004455351537953344
7,-0.002528995548269966
8,0.0056627977061357625
9,0.004284053742108241
10,0.000401397411379223
11,0.0004176233473484302
12,-0.000649339465016891
13,-0.005324335642640548
14,-0.006694388878283615
15,0.0027601423533421335
16,0.0016608828749220322
17,0.005806206150538037
18,0.0036683624402721695
19,-0.0034300952951512647
20,-0.007392885296476636
21,0.0003833896190945127
22,0.004364740014830127
23,-0.002574670328878276
24,-0.0006607740030727303
25,-0.002088930648022741
26,-0.002762694281446587
27,0.003389604548588614
28,-0.0007393853657528585
29,-0.0031561296321866196
30,-0.004145818689234659
31,-0.0027413982959930065
32,-0.003996883219491474
