lag,autocorrelation
1,-0.0013986123760047603
2,-0.004198486607371736
3,-0.0003277281899027185
4,0.004198391290460462
5,-0.00023317227970240202
6,-0.0022780603278315967
7,0.005044362514173273
8,-0.0012968797476695202
9,0.0008337709940710616
10,0.0011848495299993317
11,0.0017282999907866539
12,-0.00031699444037137643
13,5.928866979973848e-05
14,-0.0011537419427490518
15,-0.00010519223194212105
16,0.002179239980748682
17,-0.001040385219094774
18,-0.0059295547625903364
19,0.004063930024089731
20,-0.0026180533577063103
21,-0.0012139911512351752
22,-0.0010639845522251769
23,0.0033059426328824913
24,0.002619773080601394
25,0.0011454721509222285
26,-0.0036616928951535184
27,-4.4307964581558244e-05
28,-0.007423053338951033
29,-0.0006611875301469556
30,0.002000632684946353
31,-0.004009986473527803
32,-0.000490905101300601
