lag,autocorrelation
1,-0.0008275986718673401
2,-0.00044314586583031287
3,6.595597308765405e-05
4,-0.0005461236984296217
5,0.00016856382785007784
6,-8.450526861862296e-05
7,-0.0016527247242348463
8,0.00039666006066074516
9,0.00041543438222816796
10,6.160826048531967e-06
11,-0.0002934691789252501
12,-0.0002490044935598666
13,-0.0003870776917629588
14,-0.000122539599590076
15,0.0012763299649253754
16,-0.0007606198261495722
17,-0.00039807479815052077
18,-0.0004589653616241293
19,0.0009529928699271058
20,2.4154063859044215e-05
21,-0.0004347830436799512
22,-0.0003876002453089734
23,0.0017317854864262344
24,-0.00014636687154882664
25,0.000481344418381318
26,-0.00017512832957952945
27,-0.0012202198089790025
28,0.0016146832701097245
29,0.0006253866717603218
30,0.0015005340358893585
31,0.0005978088414386887
32,0.001754333718561139
