lag,autocorrelation
1,-0.0004826802043638639
2,0.0005811473174474729
3,0.000682852340724824
4,6.52116906948321e-05
5,-0.0010145373944012998
6,0.0010898658859555314
7,-0.0005444571132501425
8,-0.0009806306568173903
9,-0.0018301234182418052
10,-0.00014351937108597214
11,-0.000978626301667047
12,-0.00047746806088865717
13,0.001289994034408683
14,-0.00025394193843971573
15,-0.0005096369974293682
16,0.0004814754019121262
17,-0.0008584418892393296
18,-0.000208449581001409
19,-0.0004001903121522016
20,-9.257609013766948e-05
21,0.0001490507620216085
22,0.00022309593219722027
23,0.0001239903593659188
24,0.0006351413076438545
25,-0.0015918186205586748
26,-0.0011556258321679602
27,0.0016469219667103016
28,0.0006928264748789537
29,0.001069414072441841
30,-0.0006377807093596378
31,0.0013885122583869162
32,0.0003391317831383068
