lag,autocorrelation
1,-0.00012201742306502505
2,-0.0005011348567585647
3,0.0013571382975700425
4,-7.932559460836233e-05
5,-0.0008633894257785061
6,5.7494914063024044e-05
7,-0.0017252710205484466
8,-0.001537758283618339
9,-0.0004080705004003241
10,-0.00031386704397471103
11,-0.0009062603644254703
12,0.00044480850256988137
13,0.0006375397780058885
14,0.0003754150922641525
15,0.0002865941725281695
16,0.0010713941339993605
17,-0.0012859990402113138
18,-0.0006150938442562488
19,0.0004964296658166561
20,0.0005341750303474491
21,-0.0007459845323990094
22,-0.00036594211969376116
23,-0.00039406842546781915
24,0.00028103035428815576
25,0.0010975006872531957
26,0.001882930738877636
27,-0.00035269385940455176
28,0.00042951081545595035
29,-0.0016572779725210949
30,-0.0011227758135164486
31,-0.00019728261405882659
32,-0.0005408017573150809
