lag,autocorrelation
1,0.0001669695957422032
2,-0.0001271425309710277
3,0.000975345951701093
4,-0.0002706668444154385
5,-0.0006136086827899422
6,0.00015269050164625647
7,-0.0005845328252447759
8,-0.0010311499212753538
9,-0.0008581110523264888
10,-0.0014473891902211727
11,0.00024555376799367524
12,-0.000908726438634259
13,-0.0002739577633051855
14,-0.0008399866143051281
15,0.0007570049525603574
16,0.0019195779371994574
17,8.047322854082355e-06
18,0.00039391379367838416
19,-0.0015587755425554523
20,-0.00043765816014496115
21,-0.0011921131582504107
22,0.001756446865752203
23,-0.00014233217272657908
24,0.002442272089830086
25,-0.0021669264014748126
26,0.0007865346528326865
27,0.0009964685683255855
28,-0.000996785514282969
29,0.0003023025028145793
30,0.0005770757218489392
31,-0.002278866441893122
32,-0.00035519244497471294
