byte_value,count,probability
0,3817,0.00391792576777796
1,3721,0.0038193874199375926
2,3909,0.0040123583511249795
3,3900,0.004003120381014945
4,3914,0.004017490556741665
5,3743,0.00384196912465101
6,3817,0.00391792576777796
7,3905,0.004008252586631631
8,3780,0.003879947446214485
9,4008,0.0041139760223353585
10,3818,0.003918952208901297
11,3766,0.003865577270487765
12,3729,0.0038275989489242896
13,3824,0.003925110855641321
14,3781,0.0038809738873378224
15,3798,0.0038984233864345543
16,3861,0.0039630891772047955
17,3776,0.0038758416817211367
18,3805,0.0039056084742979144
19,3898,0.00400106749876827
20,3831,0.00393229594350468
21,3774,0.0038737887994744623
22,3758,0.0038573657415010673
23,3881,0.003983617999671539
24,3835,0.003936401707998029
25,3838,0.003939481031368041
26,3841,0.003942560354738053
27,3855,0.003956930530464773
28,3745,0.003844022006897684
29,3752,0.0038512070947610447
30,3868,0.003970274265068156
31,3767,0.0038666037116111018
32,3817,0.00391792576777796
33,3858,0.003960009853834784
34,3824,0.003925110855641321
35,3839,0.003940507472491378
36,3715,0.0038132287731975694
37,3767,0.0038666037116111018
38,3740,0.0038388898012809984
39,3787,0.0038871325340778455
40,3744,0.003842995565774347
41,3731,0.003829651831170964
42,3873,0.003975406470684842
43,3771,0.0038707094761044505
44,3807,0.003907661356544589
45,3763,0.0038624979471177535
46,3896,0.003999014616521596
47,3846,0.003947692560354738
48,3710,0.0038080965675808837
49,3881,0.003983617999671539
50,3855,0.003956930530464773
51,3899,0.004002093939891608
52,3685,0.0037824355394974543
53,3685,0.0037824355394974543
54,3783,0.0038830267695844967
55,3791,0.003891238298571194
56,3749,0.003848127771391033
57,3765,0.003864550829364428
58,3869,0.003971300706191493
59,3844,0.0039456396781080635
60,3731,0.003829651831170964
61,3719,0.003817334537690918
62,3685,0.0037824355394974543
63,3771,0.0038707094761044505
64,3786,0.003886106092954508
65,3759,0.0038583921826244047
66,3841,0.003942560354738053
67,3755,0.003854286418131056
68,3783,0.0038830267695844967
69,3898,0.00400106749876827
70,3783,0.0038830267695844967
71,3936,0.004040072261455083
72,3812,0.0039127935621612745
73,3844,0.0039456396781080635
74,3735,0.0038337575956643127
75,3841,0.003942560354738053
76,3836,0.003937428149121366
77,3793,0.003893291180817868
78,3787,0.0038871325340778455
79,3768,0.003867630152734439
80,3851,0.003952824765971424
81,3815,0.003915872885531286
82,3933,0.004036992938085071
83,3744,0.003842995565774347
84,3819,0.003919978650024635
85,3779,0.003878921005091148
86,3824,0.003925110855641321
87,3835,0.003936401707998029
88,3704,0.0038019379208408606
89,3799,0.0038994498275578913
90,3752,0.0038512070947610447
91,3849,0.003950771883724749
92,3796,0.00389637050418788
93,3765,0.003864550829364428
94,3772,0.003871735917227788
95,3986,0.004091394317621941
96,3894,0.003996961734274922
97,3788,0.0038881589752011825
98,3786,0.003886106092954508
99,3715,0.0038132287731975694
100,3692,0.0037896206273608144
101,3859,0.0039610362949581215
102,3839,0.003940507472491378
103,3735,0.0038337575956643127
104,3721,0.0038193874199375926
105,3761,0.003860445064871079
106,3787,0.0038871325340778455
107,3694,0.0037916735096074888
108,3808,0.003908687797667926
109,3856,0.00395795697158811
110,3777,0.0038768681228444736
111,3902,0.004005173263261619
112,3746,0.0038450484480210215
113,3761,0.003860445064871079
114,3841,0.003942560354738053
115,3772,0.003871735917227788
116,3770,0.0038696830349811136
117,3884,0.00398669732304155
118,3793,0.003893291180817868
119,3771,0.0038707094761044505
120,3874,0.003976432911808179
121,3792,0.003892264739694531
122,3780,0.003879947446214485
123,3801,0.0039015027098045657
124,3819,0.003919978650024635
125,3717,0.003815281655444244
126,3864,0.003966168500574807
127,3807,0.003907661356544589
128,3900,0.004003120381014945
129,3896,0.003999014616521596
130,3799,0.0038994498275578913
131,3841,0.003942560354738053
132,3844,0.0039456396781080635
133,3790,0.003890211857447857
134,3746,0.0038450484480210215
135,3783,0.0038830267695844967
136,3826,0.003927163737887995
137,3794,0.0038943176219412056
138,3805,0.0039056084742979144
139,3746,0.0038450484480210215
140,3758,0.0038573657415010673
141,3824,0.003925110855641321
142,3817,0.00391792576777796
143,3797,0.003897396945311217
144,3823,0.003924084414517983
145,3773,0.003872762358351125
146,3827,0.003928190179011332
147,3905,0.004008252586631631
148,3836,0.003937428149121366
149,3827,0.003928190179011332
150,3807,0.003907661356544589
151,3841,0.003942560354738053
152,3807,0.003907661356544589
153,3811,0.0039117671210379375
154,3795,0.0038953440630645425
155,3791,0.003891238298571194
156,3999,0.004104738052225324
157,3781,0.0038809738873378224
158,3784,0.0038840532107078337
159,3865,0.003967194941698144
160,3875,0.003977459352931516
161,3872,0.003974380029561505
162,3744,0.003842995565774347
163,3839,0.003940507472491378
164,3851,0.003952824765971424
165,3888,0.003990803087534899
166,3775,0.0038748152405977993
167,3928,0.004031860732468385
168,3853,0.003954877648218098
169,3903,0.004006199704384957
170,3765,0.003864550829364428
171,3812,0.0039127935621612745
172,3855,0.003956930530464773
173,3892,0.003994908852028248
174,3870,0.00397232714731483
175,3745,0.003844022006897684
176,3711,0.0038091230087042207
177,3734,0.0038327311545409753
178,3863,0.00396514205945147
179,3810,0.0039107406799146
180,3752,0.0038512070947610447
181,3789,0.0038891854163245194
182,3802,0.0039025291509279026
183,3736,0.0038347840367876497
184,3768,0.003867630152734439
185,3702,0.0037998850385941862
186,3903,0.004006199704384957
187,3761,0.003860445064871079
188,3835,0.003936401707998029
189,3836,0.003937428149121366
190,3910,0.0040133847922483165
191,3801,0.0039015027098045657
192,3848,0.003949745442601412
193,3764,0.0038635243882410904
194,3789,0.0038891854163245194
195,3738,0.003836836919034324
196,3819,0.003919978650024635
197,3795,0.0038953440630645425
198,3732,0.0038306782722943014
199,3774,0.0038737887994744623
200,3852,0.003953851207094761
201,3890,0.003992855969781574
202,3665,0.003761906717030711
203,3662,0.0037588273936606997
204,3794,0.0038943176219412056
205,3870,0.00397232714731483
206,3827,0.003928190179011332
207,3849,0.003950771883724749
208,3708,0.0038060436853342094
209,3736,0.0038347840367876497
210,3801,0.0039015027098045657
211,3801,0.0039015027098045657
212,3804,0.003904582033174577
213,3809,0.003909714238791263
214,3818,0.003918952208901297
215,3801,0.0039015027098045657
216,3786,0.003886106092954508
217,3847,0.003948719001478075
218,3819,0.003919978650024635
219,3740,0.0038388898012809984
220,3772,0.003871735917227788
221,3832,0.003933322384628017
222,3862,0.0039641156183281324
223,3686,0.0037834619806207917
224,3833,0.003934348825751355
225,3758,0.0038573657415010673
226,3803,0.00390355559205124
227,3815,0.003915872885531286
228,3893,0.0039959352931515845
229,3794,0.0038943176219412056
230,3832,0.003933322384628017
231,3782,0.0038820003284611593
232,3887,0.003989776646411562
233,3797,0.003897396945311217
234,3792,0.003892264739694531
235,3689,0.003786541303990803
236,3803,0.00390355559205124
237,3759,0.0038583921826244047
238,3825,0.003926137296764658
239,3793,0.003893291180817868
240,3809,0.003909714238791263
241,3842,0.00394358679586139
242,3771,0.0038707094761044505
243,3705,0.0038029643619641976
244,3817,0.00391792576777796
245,3788,0.0038881589752011825
246,3933,0.004036992938085071
247,3793,0.003893291180817868
248,3827,0.003928190179011332
249,3736,0.0038347840367876497
250,3824,0.003925110855641321
251,3686,0.0037834619806207917
252,3782,0.0038820003284611593
253,3934,0.004038019379208409
254,3784,0.0038840532107078337
255,3745,0.003844022006897684
