lag,autocorrelation
1,-0.001035244924647415
2,0.001097943009508389
3,0.0012631713202487435
4,-6.95200158294224e-05
5,0.0009724013068043662
6,-0.00022714859511528644
7,0.001866110659980386
8,-0.001230027097528865
9,-0.0024193162389082663
10,0.00034458056838277535
11,-0.0005682146839694919
12,0.00019625953483276112
13,-0.0009749462382238062
14,0.0009761031127409601
15,0.000929776964193744
16,0.0014944330969901836
17,0.0008277810021226309
18,0.0005719932931110951
19,0.0011811704830070227
20,-0.00034094911567203494
21,0.002237361907616236
22,0.0007468766263144491
23,0.0007206124350202834
24,0.0003191850266132822
25,-0.000433692107987164
26,-0.0012735671785033213
27,-0.0007046727161018711
28,0.00033032584414119826
29,-0.0012882740239099793
30,0.0013270930406934862
31,-0.001987311666309924
32,-0.0009644497493931086
