lag,autocorrelation
1,0.0004261076310454439
2,-0.0003040520950000377
3,0.0007047273505980362
4,0.0007304055417031305
5,-8.027409381591841e-05
6,0.0013698835035742978
7,-0.0006316034057963555
8,-0.0006034000652294089
9,1.1533520794314274e-05
10,-0.0007673873726466055
11,0.0010254454030745582
12,0.001515275070286452
13,0.0006574805054654769
14,-0.00022768869833933913
15,0.000517326192245108
16,3.910942788572687e-05
17,-0.0006843924264973093
18,0.000450705540727566
19,-0.0001660050760935349
20,-0.0010309677947512026
21,-0.001964286331307985
22,-0.0007019486702082162
23,0.0008629632105652019
24,0.0008514936634293642
25,0.001763660795696983
26,0.0006654746058890521
27,0.0012981935250769348
28,-0.0003821150959934028
29,0.0011440504643213984
30,-0.0006478316669690278
31,0.0007760810015208865
32,0.0002622137546398443
