lag,autocorrelation
1,-0.0009313425517281892
2,0.002236169454487257
3,-0.0007420895675150038
4,4.816281989842275e-05
5,-0.0001957486296430319
6,0.00013551832112671335
7,0.0010236588658451215
8,-0.0007887479046710806
9,-0.001623164227927245
10,0.0011545829820897838
11,0.0010564025856026565
12,-0.0010169027291095463
13,0.001236673821516249
14,-0.00029284644981816745
15,9.46065401239828e-05
16,0.0008977971289249849
17,-0.0005365205408031198
18,0.0006932454368240575
19,-0.0005351485383351585
20,-0.00040125231135431424
21,-0.001314452515198441
22,0.0003446470452222519
23,-0.0006685435211539924
24,-0.00032647273687900694
25,-0.000620492238301315
26,-0.0010083616238165298
27,0.002504298995038773
28,-0.001629858837841728
29,-0.0005576578763824545
30,0.0017013379654441964
31,0.0005750630772352246
32,0.0003639728633241298
