lag,autocorrelation
1,2.4410941844295427e-05
2,-0.0004645974936476959
3,0.0006711911316530629
4,-0.0003409263105073697
5,0.0006415552607110105
6,0.0009702781615652412
7,0.002626057426986337
8,0.0010001812533360062
9,0.0013356982402874945
10,0.0004910425415017599
11,-0.0017699093344614042
12,-0.0017856427174648144
13,0.0006042067766455389
14,0.00019056070307959944
15,-0.0007073862488783548
16,-5.733026516541349e-05
17,-0.001191157015228602
18,-0.0013411122953233211
19,-0.001031931686383948
20,-0.001377997784620273
21,-0.00029302750192193496
22,0.0006243694676086321
23,-0.000825434705195693
24,-0.0013175286551059353
25,-0.0004644147862979617
26,-0.0008550494658360459
27,0.00010418140036308424
28,-0.002582224914688888
29,-0.00020076945673733185
30,-0.0006870226892801771
31,-8.834317878984005e-05
32,-5.464127628674638e-05
