lag,autocorrelation
1,-0.002428235960034579
2,0.0010740531449078359
3,7.748597439833424e-06
4,0.0012521696488260342
5,-0.005144764324958711
6,0.00697237281861673
7,0.0069040812828261924
8,-0.0024399299122248694
9,-0.0003628065995489283
10,0.005146271027716747
11,-0.0001365878860603376
12,0.00477157845262341
13,-0.007228761867693843
14,-0.0020506686302870646
15,0.0073708167172632
16,-0.0006217551492053212
17,0.00030893688543823326
18,-0.0094053112079945
19,-0.004463596523494252
20,-0.0045317777863468165
21,0.004326969869823517
22,0.002410913159486506
23,-0.002217725801066646
24,0.0009981395274546588
25,0.0030172787177171253
26,-0.001897215114818046
27,0.001443752827204173
28,0.005890127309181195
29,-0.004585725814645941
30,0.0017638595124516007
31,-0.0005309686358593042
32,0.006795559130835122
