lag,autocorrelation
1,-0.0037731714793365714
2,0.001127953673644383
3,-0.01073310223499595
4,0.00016994623541119526
5,-0.001498863636468507
6,0.0007308709418881338
7,0.006554557013250702
8,0.003139237224992042
9,-0.0028527276564465705
10,0.003088042229211701
11,0.0009321492897537958
12,0.0027300841745838034
13,-0.004788671085389962
14,4.686357952117313e-05
15,0.0005739264755578832
16,-0.00550150852700269
17,0.0020498337850224516
18,0.0063967066961081055
19,0.003266730000235679
20,0.003257463016720776
21,-0.007181861495217851
22,0.0011929115261230157
23,-0.0015132224098639215
24,0.003842775106408494
25,-0.0008917745484383086
26,0.004466023162684557
27,-0.006005094299561381
28,-0.0016814428144854266
29,-0.006645016042872815
30,0.0008613290901999936
31,-0.0052565806381548764
32,0.001718839627939189
