lag,autocorrelation
1,-0.0001896840184862753
2,0.0060325795217078355
3,-0.0015404745800732561
4,-0.004862658970845547
5,0.005327413858729829
6,-0.0038866485409369076
7,-0.0015345085020794158
8,-0.007141069088145898
9,-0.0016483382959996875
10,0.0032592566906465567
11,0.0025529381889262365
12,-0.003035875455456468
13,0.00023700896928440863
14,0.0012506185995734788
15,0.0005577353476640642
16,0.0031469023252067552
17,0.002457802592701006
18,0.005314673311882371
19,0.00192765509081607
20,-0.002526890897593294
21,-0.0012264336907963469
22,0.003400305157042196
23,0.005884198254486143
24,-0.0010747100485755986
25,0.0014625155897941187
26,-0.002106757689765649
27,-0.006192958213639024
28,0.0038586197029911815
29,-0.0023271118145166496
30,-0.0021174992336582175
31,0.0007391729873587752
32,-0.00012805187582897904
