lag,autocorrelation
1,-0.0035722356498029315
2,0.005500317450912696
3,-0.002203524747143761
4,0.0034486104958311465
5,-0.0022132471013059283
6,-0.0019172860576098549
7,0.004422075133876984
8,0.004440419360562674
9,-0.0042445510468224435
10,0.0018570516861399194
11,-0.0019149510250219051
12,0.0005088462331030758
13,0.0009682245913282159
14,0.0016439638478366293
15,0.0066431624488569015
16,-0.00167124833870034
17,-0.0018462697611394724
18,0.0015166970073193756
19,0.005083765178452296
20,0.0002760573841619588
21,-0.004526683828097736
22,0.00017761966724792288
23,0.0033209015176397455
24,0.004095148518011234
25,-0.001354712775253926
26,0.005701626985266163
27,-0.0026492145205243606
28,-0.0009790122618232194
29,-0.0020707553210070452
30,-0.004855121531247725
31,-0.0007910743778673851
32,-0.005376034254934334
